Vin,Vo,D1,D2,DT,Fs,Po,PIron,PCond,PCopp,PSw,Ploss
350.00,528.74,0.65,0.35,0.01,50000.00,1118.25,3.70,2.78,0.52,9.70,16.69
450.00,528.71,0.85,0.15,0.00,50000.00,621.18,0.73,1.03,0.17,10.95,12.89
450.00,528.66,0.85,0.15,0.00,50000.00,698.70,0.77,1.11,0.17,11.30,13.35
350.00,528.60,0.65,0.35,0.00,100000.00,1397.07,2.26,3.24,0.13,19.86,25.48
450.00,528.59,0.85,0.15,0.00,50000.00,798.31,0.82,1.22,0.17,11.75,13.96
400.00,528.59,0.75,0.25,0.00,25000.00,1862.70,5.20,4.84,1.43,6.20,17.67
350.00,528.59,0.65,0.35,0.01,100000.00,1397.02,2.26,3.24,0.13,19.86,25.49
350.00,528.58,0.65,0.35,0.02,100000.00,1397.00,2.26,3.24,0.13,19.86,25.49
400.00,528.50,0.75,0.25,0.00,25000.00,1396.58,6.73,3.75,1.42,3.21,15.11
450.00,528.50,0.85,0.15,0.00,50000.00,931.05,0.89,1.38,0.17,12.33,14.77
400.00,528.49,0.75,0.25,0.00,25000.00,2793.05,6.00,7.77,1.42,8.97,24.16
350.00,528.41,0.65,0.35,0.01,50000.00,1396.09,4.12,3.54,0.52,9.19,17.36
400.00,528.38,0.75,0.25,0.00,25000.00,1116.73,6.22,3.22,1.42,3.05,13.91
450.00,528.37,0.85,0.15,0.00,50000.00,1116.71,0.98,1.64,0.17,13.10,15.89
400.00,528.37,0.75,0.25,0.00,25000.00,930.59,5.96,2.92,1.42,3.15,13.46
450.00,528.31,0.85,0.15,0.03,25000.00,620.26,2.73,1.78,0.68,3.35,8.54
400.00,528.24,0.75,0.25,0.00,25000.00,797.26,5.81,2.74,1.42,3.06,13.02
450.00,528.17,0.85,0.15,0.00,50000.00,1394.82,1.09,2.09,0.17,14.15,17.50
400.00,528.16,0.75,0.25,0.00,25000.00,697.39,5.71,2.62,1.42,2.92,12.66
450.00,528.15,0.85,0.15,0.01,25000.00,796.97,2.84,1.94,0.68,3.51,8.97
350.00,528.14,0.65,0.35,0.03,50000.00,697.33,5.80,1.86,0.51,5.05,13.22
450.00,528.13,0.85,0.15,0.01,25000.00,697.31,2.77,1.85,0.68,3.42,8.72
450.00,528.13,0.85,0.15,0.03,25000.00,697.29,2.77,1.84,0.68,3.42,8.70
450.00,528.12,0.85,0.15,0.01,25000.00,619.81,2.72,1.79,0.68,3.35,8.53
400.00,528.09,0.75,0.25,0.00,25000.00,619.74,5.64,2.53,1.41,2.81,12.40
450.00,528.09,0.85,0.15,0.00,25000.00,2788.81,2.62,5.57,0.68,8.11,16.97
450.00,528.05,0.85,0.15,0.01,25000.00,929.46,2.95,2.07,0.67,3.61,9.31
350.00,528.04,0.65,0.35,0.00,100000.00,1858.82,2.50,4.80,0.13,18.04,25.47
350.00,528.03,0.65,0.35,0.01,100000.00,1858.79,2.50,4.80,0.13,18.04,25.47
350.00,528.03,0.65,0.35,0.02,100000.00,1858.78,2.50,4.80,0.13,18.04,25.47
450.00,528.02,0.85,0.15,0.02,25000.00,619.56,2.71,1.76,0.67,3.34,8.49
450.00,527.97,0.85,0.15,0.02,25000.00,796.44,2.83,1.92,0.67,3.51,8.93
450.00,527.93,0.85,0.15,0.02,25000.00,696.79,2.76,1.83,0.67,3.42,8.67
350.00,527.86,0.65,0.35,0.01,50000.00,1857.61,4.60,5.06,0.51,10.13,20.30
450.00,527.83,0.85,0.15,0.00,50000.00,1857.35,1.23,2.99,0.17,14.41,18.80
450.00,527.14,0.85,0.15,0.00,50000.00,2778.72,1.38,5.31,0.16,14.46,21.31
350.00,527.12,0.65,0.35,0.01,25000.00,1852.35,7.91,6.00,2.03,6.60,22.54
350.00,526.93,0.65,0.35,0.00,100000.00,2776.60,2.65,8.74,0.13,25.37,36.88
350.00,526.93,0.65,0.35,0.01,100000.00,2776.59,2.65,8.74,0.13,25.37,36.88
350.00,526.93,0.65,0.35,0.02,100000.00,2776.57,2.65,8.74,0.13,25.37,36.88
350.00,526.81,0.65,0.35,0.03,25000.00,1387.62,9.61,4.57,2.02,2.86,19.07
350.00,526.77,0.65,0.35,0.01,50000.00,2774.90,4.92,8.94,0.51,13.11,27.48
300.00,526.46,0.55,0.45,0.03,50000.00,692.89,6.87,2.14,0.59,3.40,13.00
350.00,526.03,0.65,0.35,0.01,25000.00,2767.05,8.82,9.73,2.01,6.97,27.52
400.00,525.70,0.75,0.25,0.01,100000.00,614.12,0.89,1.01,0.09,17.06,19.04
400.00,525.62,0.75,0.25,0.01,100000.00,690.70,0.94,1.13,0.09,17.56,19.71
400.00,525.53,0.75,0.25,0.01,100000.00,789.10,1.01,1.29,0.08,18.10,20.47
400.00,525.41,0.75,0.25,0.01,100000.00,920.20,1.09,1.52,0.08,18.62,21.31
400.00,525.36,0.75,0.25,0.01,50000.00,788.58,1.81,1.64,0.34,9.56,13.35
400.00,525.25,0.75,0.25,0.01,100000.00,1103.54,1.19,1.88,0.08,19.04,22.20
400.00,525.24,0.75,0.25,0.01,50000.00,919.60,1.97,1.84,0.34,9.68,13.83
300.00,525.09,0.55,0.45,0.03,25000.00,1378.61,11.64,5.40,2.35,2.48,21.86
400.00,525.07,0.75,0.25,0.01,50000.00,1102.81,2.17,2.17,0.34,10.03,14.71
400.00,525.00,0.75,0.25,0.01,100000.00,1378.10,1.32,2.49,0.08,19.67,23.56
300.00,524.85,0.55,0.45,0.02,50000.00,787.05,3.78,2.38,0.59,7.00,13.75
400.00,524.82,0.75,0.25,0.01,50000.00,1377.19,2.42,2.74,0.34,11.27,16.77
300.00,524.64,0.55,0.45,0.02,50000.00,917.50,4.11,2.74,0.58,7.47,14.91
400.00,524.58,0.75,0.25,0.01,100000.00,1834.54,1.48,3.67,0.08,23.72,28.96
400.00,524.40,0.75,0.25,0.01,50000.00,1833.33,2.73,3.88,0.33,12.34,19.29
300.00,524.35,0.55,0.45,0.02,50000.00,1099.79,4.51,3.31,0.58,8.08,16.49
400.00,524.33,0.75,0.25,0.03,50000.00,610.93,3.84,1.39,0.33,4.69,10.24
300.00,523.93,0.55,0.45,0.02,50000.00,1372.50,4.98,4.30,0.58,7.45,17.31
400.00,523.74,0.75,0.25,0.01,100000.00,2743.03,1.63,6.64,0.08,27.55,35.90
400.00,523.71,0.75,0.25,0.01,25000.00,1828.48,4.77,4.66,1.32,6.47,17.21
400.00,523.57,0.75,0.25,0.01,50000.00,2741.22,3.02,6.81,0.33,12.37,22.53
300.00,523.22,0.55,0.45,0.02,50000.00,1825.03,5.46,6.24,0.58,10.26,22.54
400.00,522.87,0.75,0.25,0.01,25000.00,2733.96,5.43,7.44,1.30,8.93,23.10
450.00,522.78,0.85,0.15,0.00,100000.00,607.33,0.33,0.72,0.04,20.32,21.41
450.00,522.76,0.85,0.15,0.01,100000.00,607.28,0.33,0.72,0.04,20.32,21.41
450.00,522.76,0.85,0.15,0.02,100000.00,607.28,0.33,0.72,0.04,20.32,21.41
450.00,522.72,0.85,0.15,0.00,100000.00,683.09,0.35,0.81,0.04,20.41,21.60
450.00,522.70,0.85,0.15,0.01,100000.00,683.05,0.35,0.81,0.04,20.41,21.60
450.00,522.70,0.85,0.15,0.02,100000.00,683.04,0.35,0.81,0.04,20.41,21.60
450.00,522.64,0.85,0.15,0.00,100000.00,780.44,0.37,0.93,0.04,20.81,22.14
450.00,522.64,0.85,0.15,0.01,50000.00,607.00,0.61,0.97,0.15,10.71,12.44
450.00,522.63,0.85,0.15,0.01,100000.00,780.41,0.37,0.93,0.04,20.81,22.14
450.00,522.63,0.85,0.15,0.02,100000.00,780.40,0.37,0.93,0.04,20.81,22.14
450.00,522.58,0.85,0.15,0.01,50000.00,682.72,0.64,1.05,0.15,11.03,12.86
450.00,522.54,0.85,0.15,0.00,100000.00,910.17,0.40,1.10,0.04,21.74,23.28
300.00,522.54,0.55,0.45,0.02,25000.00,1820.29,9.48,7.19,2.30,4.85,23.81
450.00,522.53,0.85,0.15,0.01,100000.00,910.14,0.40,1.10,0.04,21.74,23.28
450.00,522.53,0.85,0.15,0.02,100000.00,910.14,0.40,1.10,0.04,21.74,23.28
450.00,522.51,0.85,0.15,0.01,50000.00,780.04,0.68,1.15,0.15,11.46,13.44
450.00,522.47,0.85,0.15,0.02,25000.00,909.90,2.59,1.94,0.58,3.54,8.65
450.00,522.41,0.85,0.15,0.01,50000.00,909.72,0.74,1.31,0.15,12.04,14.23
450.00,522.40,0.85,0.15,0.00,100000.00,1091.63,0.44,1.37,0.04,23.36,25.20
450.00,522.40,0.85,0.15,0.01,100000.00,1091.60,0.44,1.37,0.04,23.36,25.20
450.00,522.40,0.85,0.15,0.02,100000.00,1091.60,0.44,1.37,0.04,23.36,25.20
450.00,522.28,0.85,0.15,0.01,50000.00,1091.11,0.81,1.55,0.14,12.81,15.32
450.00,522.20,0.85,0.15,0.00,100000.00,1363.46,0.49,1.82,0.04,25.70,28.05
450.00,522.20,0.85,0.15,0.01,100000.00,1363.45,0.49,1.82,0.04,25.70,28.05
450.00,522.20,0.85,0.15,0.02,100000.00,1363.44,0.49,1.82,0.04,25.70,28.05
450.00,522.08,0.85,0.15,0.01,50000.00,1362.84,0.90,1.98,0.14,13.89,16.91
450.00,521.86,0.85,0.15,0.00,100000.00,1815.59,0.55,2.71,0.04,28.96,32.25
400.00,521.86,0.75,0.25,0.02,50000.00,680.84,3.85,1.46,0.32,4.72,10.36
450.00,521.86,0.85,0.15,0.01,100000.00,1815.58,0.55,2.71,0.04,28.96,32.25
450.00,521.86,0.85,0.15,0.02,100000.00,1815.58,0.55,2.71,0.04,28.96,32.25
300.00,521.80,0.55,0.45,0.02,50000.00,2722.71,5.61,11.23,0.57,10.19,27.60
450.00,521.77,0.85,0.15,0.01,25000.00,1088.96,1.42,2.14,0.57,7.30,11.42
450.00,521.75,0.85,0.15,0.01,50000.00,1814.81,1.02,2.84,0.14,14.64,18.64
450.00,521.57,0.85,0.15,0.01,25000.00,1360.15,1.60,2.52,0.57,7.24,11.92
450.00,521.23,0.85,0.15,0.01,25000.00,1811.22,1.83,3.31,0.56,5.54,11.24
350.00,521.23,0.65,0.35,0.02,50000.00,776.23,2.76,1.98,0.47,10.16,15.38
450.00,521.19,0.85,0.15,0.00,100000.00,2716.35,0.62,4.95,0.04,21.38,26.98
450.00,521.19,0.85,0.15,0.01,100000.00,2716.34,0.62,4.95,0.04,21.38,26.98
450.00,521.18,0.85,0.15,0.02,100000.00,2716.34,0.62,4.95,0.04,21.38,26.98
450.00,521.18,0.85,0.15,0.03,25000.00,776.08,2.41,1.77,0.56,3.40,8.14
300.00,521.12,0.55,0.45,0.02,25000.00,2715.71,10.13,12.02,2.27,6.80,31.22
450.00,521.08,0.85,0.15,0.01,50000.00,2715.27,1.15,5.05,0.14,13.13,19.47
350.00,521.08,0.65,0.35,0.02,50000.00,905.09,3.00,2.25,0.47,10.14,15.87
350.00,520.87,0.65,0.35,0.02,50000.00,1085.22,3.31,2.67,0.47,9.84,16.29
400.00,520.69,0.75,0.25,0.02,25000.00,1355.59,5.98,3.53,1.26,3.01,13.78
450.00,520.57,0.85,0.15,0.01,25000.00,2709.90,2.09,5.42,0.55,8.40,16.46
350.00,520.55,0.65,0.35,0.02,50000.00,1354.86,3.69,3.39,0.47,9.32,16.86
350.00,520.02,0.65,0.35,0.02,50000.00,1802.83,4.13,4.83,0.47,9.35,18.77
350.00,519.31,0.65,0.35,0.02,25000.00,1797.86,7.13,5.74,1.86,6.51,21.23
350.00,518.97,0.65,0.35,0.02,50000.00,2693.31,4.45,8.51,0.46,13.21,26.63
400.00,518.55,0.75,0.25,0.02,50000.00,768.27,1.59,1.57,0.30,9.51,12.97
400.00,518.44,0.75,0.25,0.02,50000.00,895.92,1.72,1.77,0.30,9.62,13.40
400.00,518.27,0.75,0.25,0.02,50000.00,1074.42,1.89,2.08,0.30,9.86,14.14
350.00,518.26,0.65,0.35,0.02,25000.00,2685.96,7.98,9.27,1.83,6.57,25.66
400.00,518.03,0.75,0.25,0.02,50000.00,1341.75,2.11,2.62,0.30,10.86,15.89
400.00,517.62,0.75,0.25,0.02,50000.00,1786.18,2.39,3.71,0.30,12.57,18.96
400.00,516.96,0.75,0.25,0.02,25000.00,1781.66,4.19,4.44,1.18,6.85,16.67
400.00,516.80,0.75,0.25,0.02,50000.00,2670.84,2.66,6.49,0.29,12.38,21.82
450.00,516.64,0.85,0.15,0.02,50000.00,593.15,0.50,0.91,0.12,10.51,12.04
450.00,516.59,0.85,0.15,0.02,50000.00,667.16,0.52,0.98,0.12,10.78,12.41
450.00,516.52,0.85,0.15,0.02,50000.00,762.26,0.56,1.08,0.12,11.19,12.95
450.00,516.42,0.85,0.15,0.02,50000.00,888.98,0.60,1.23,0.12,11.76,13.71
450.00,516.29,0.85,0.15,0.02,50000.00,1066.24,0.66,1.47,0.12,12.53,14.77
300.00,516.27,0.55,0.45,0.03,100000.00,592.30,1.68,1.45,0.14,13.16,16.43
300.00,516.26,0.55,0.45,0.02,100000.00,592.29,1.68,1.45,0.14,13.16,16.43
400.00,516.15,0.75,0.25,0.02,25000.00,2664.16,4.79,7.09,1.16,8.65,21.69
300.00,516.15,0.55,0.45,0.03,100000.00,666.03,1.78,1.64,0.14,13.10,16.66
300.00,516.15,0.55,0.45,0.02,100000.00,666.02,1.78,1.64,0.14,13.10,16.66
450.00,516.10,0.85,0.15,0.02,50000.00,1331.78,0.74,1.87,0.12,13.60,16.33
300.00,516.00,0.55,0.45,0.02,100000.00,760.75,1.91,1.90,0.14,13.06,17.00
300.00,516.00,0.55,0.45,0.03,100000.00,760.74,1.91,1.90,0.14,13.06,17.00
300.00,515.84,0.55,0.45,0.03,50000.00,760.26,3.41,2.29,0.54,6.86,13.10
450.00,515.82,0.85,0.15,0.02,25000.00,1064.27,1.17,2.00,0.48,7.17,10.82
300.00,515.81,0.55,0.45,0.02,100000.00,886.88,2.06,2.28,0.13,13.18,17.65
300.00,515.81,0.55,0.45,0.03,100000.00,886.86,2.06,2.28,0.13,13.18,17.65
450.00,515.77,0.85,0.15,0.02,50000.00,1773.45,0.83,2.69,0.12,14.71,18.35
300.00,515.65,0.55,0.45,0.03,50000.00,886.30,3.70,2.63,0.54,7.24,14.11
450.00,515.63,0.85,0.15,0.02,25000.00,1329.35,1.31,2.36,0.48,7.35,11.50
300.00,515.54,0.55,0.45,0.02,100000.00,1063.14,2.24,2.85,0.13,13.60,18.82
300.00,515.54,0.55,0.45,0.03,100000.00,1063.12,2.24,2.85,0.13,13.60,18.82
300.00,515.38,0.55,0.45,0.03,50000.00,1062.46,4.07,3.17,0.54,7.90,15.68
450.00,515.30,0.85,0.15,0.02,25000.00,1770.25,1.50,3.12,0.47,6.10,11.19
300.00,515.14,0.55,0.45,0.02,100000.00,1326.82,2.46,3.81,0.13,15.28,21.69
300.00,515.13,0.55,0.45,0.03,100000.00,1326.80,2.46,3.81,0.13,15.28,21.69
450.00,515.12,0.85,0.15,0.02,50000.00,2653.45,0.94,4.80,0.12,11.77,17.63
300.00,514.97,0.55,0.45,0.03,50000.00,1325.98,4.50,4.10,0.54,7.94,17.07
450.00,514.66,0.85,0.15,0.02,25000.00,2648.73,1.71,5.13,0.46,8.26,15.57
300.00,514.46,0.55,0.45,0.02,100000.00,1764.43,2.68,5.69,0.13,14.49,23.00
300.00,514.45,0.55,0.45,0.03,100000.00,1764.42,2.68,5.69,0.13,14.49,23.00
300.00,514.30,0.55,0.45,0.03,50000.00,1763.35,4.95,5.93,0.53,9.63,21.04
350.00,513.97,0.65,0.35,0.03,100000.00,587.04,1.21,1.18,0.11,14.19,16.70
350.00,513.89,0.65,0.35,0.03,100000.00,660.20,1.29,1.33,0.11,15.22,17.94
350.00,513.78,0.65,0.35,0.03,100000.00,754.20,1.38,1.52,0.11,16.58,19.59
350.00,513.63,0.65,0.35,0.03,100000.00,879.40,1.49,1.80,0.11,18.27,21.67
300.00,513.60,0.55,0.45,0.03,25000.00,1758.60,8.61,6.86,2.12,4.79,22.37
350.00,513.60,0.65,0.35,0.03,50000.00,753.66,2.47,1.91,0.43,10.09,14.90
350.00,513.45,0.65,0.35,0.03,50000.00,878.78,2.68,2.16,0.43,10.18,15.46
350.00,513.43,0.65,0.35,0.03,100000.00,1054.45,1.63,2.23,0.11,19.91,23.88
400.00,513.34,0.75,0.25,0.03,50000.00,658.79,1.33,1.39,0.28,9.35,12.35
350.00,513.25,0.65,0.35,0.03,50000.00,1053.71,2.95,2.56,0.43,9.97,15.92
450.00,513.16,0.85,0.15,0.03,25000.00,877.79,2.06,1.74,0.44,3.39,7.63
350.00,513.13,0.65,0.35,0.03,100000.00,1316.51,1.80,2.96,0.11,20.23,25.10
300.00,513.10,0.55,0.45,0.02,100000.00,2632.74,2.76,10.43,0.13,19.15,32.48
300.00,513.10,0.55,0.45,0.03,100000.00,2632.72,2.76,10.43,0.13,19.15,32.48
300.00,512.95,0.55,0.45,0.03,50000.00,2631.22,5.14,10.63,0.53,9.86,26.15
350.00,512.95,0.65,0.35,0.03,50000.00,1315.59,3.30,3.24,0.43,9.43,16.40
350.00,512.63,0.65,0.35,0.03,100000.00,1751.92,2.01,4.37,0.11,18.60,25.08
350.00,512.45,0.65,0.35,0.03,50000.00,1750.69,3.70,4.61,0.43,8.81,17.55
300.00,512.26,0.55,0.45,0.03,25000.00,2624.11,9.28,11.40,2.09,6.46,29.23
400.00,512.24,0.75,0.25,0.03,100000.00,583.08,0.68,0.93,0.07,16.57,18.24
400.00,512.24,0.75,0.25,0.02,100000.00,583.08,0.68,0.93,0.07,16.57,18.23
400.00,512.21,0.75,0.25,0.03,25000.00,1311.80,3.26,3.33,1.09,6.08,13.76
400.00,512.17,0.75,0.25,0.03,100000.00,655.80,0.71,1.03,0.07,17.08,18.90
400.00,512.17,0.75,0.25,0.02,100000.00,655.79,0.71,1.03,0.07,17.08,18.90
400.00,512.09,0.75,0.25,0.03,100000.00,749.23,0.76,1.18,0.07,17.68,19.69
400.00,512.08,0.75,0.25,0.02,100000.00,749.23,0.76,1.18,0.07,17.68,19.69
400.00,511.97,0.75,0.25,0.03,100000.00,873.72,0.82,1.39,0.07,18.30,20.59
400.00,511.97,0.75,0.25,0.02,100000.00,873.71,0.82,1.39,0.07,18.30,20.59
400.00,511.93,0.75,0.25,0.03,50000.00,748.78,1.39,1.50,0.27,9.45,12.61
400.00,511.82,0.75,0.25,0.03,50000.00,873.20,1.50,1.69,0.27,9.56,13.02
400.00,511.81,0.75,0.25,0.03,100000.00,1047.81,0.90,1.72,0.07,18.86,21.55
400.00,511.81,0.75,0.25,0.02,100000.00,1047.81,0.90,1.72,0.07,18.86,21.55
350.00,511.73,0.65,0.35,0.03,25000.00,1745.75,6.41,5.50,1.69,6.31,19.91
400.00,511.66,0.75,0.25,0.03,50000.00,1047.20,1.65,1.99,0.27,9.75,13.65
350.00,511.63,0.65,0.35,0.03,100000.00,2617.63,2.16,7.91,0.11,23.41,33.60
400.00,511.58,0.75,0.25,0.02,100000.00,1308.56,1.00,2.27,0.07,19.34,22.68
400.00,511.58,0.75,0.25,0.03,100000.00,1308.56,1.00,2.27,0.07,19.34,22.68
350.00,511.45,0.65,0.35,0.03,50000.00,2615.78,4.02,8.10,0.42,13.12,25.66
400.00,511.43,0.75,0.25,0.03,50000.00,1307.79,1.84,2.50,0.27,10.50,15.12
400.00,511.18,0.75,0.25,0.02,100000.00,1742.06,1.13,3.35,0.07,22.20,26.75
400.00,511.18,0.75,0.25,0.03,100000.00,1742.06,1.13,3.34,0.07,22.20,26.75
400.00,511.04,0.75,0.25,0.03,50000.00,1741.07,2.09,3.54,0.27,12.58,18.47
450.00,510.91,0.85,0.15,0.03,100000.00,580.06,0.22,0.64,0.03,20.37,21.25
450.00,510.86,0.85,0.15,0.03,100000.00,652.43,0.23,0.72,0.03,20.32,21.29
450.00,510.79,0.85,0.15,0.03,50000.00,579.80,0.40,0.85,0.10,10.34,11.70
450.00,510.79,0.85,0.15,0.03,100000.00,745.44,0.25,0.83,0.03,20.46,21.56
450.00,510.74,0.85,0.15,0.03,50000.00,652.14,0.42,0.92,0.10,10.56,12.01
350.00,510.72,0.65,0.35,0.03,25000.00,2608.39,7.21,8.84,1.67,6.28,24.00
450.00,510.70,0.85,0.15,0.03,100000.00,869.38,0.26,0.98,0.03,21.10,22.37
450.00,510.67,0.85,0.15,0.03,50000.00,745.11,0.45,1.02,0.10,10.92,12.49
450.00,510.58,0.85,0.15,0.03,50000.00,868.99,0.49,1.16,0.10,11.47,13.22
450.00,510.57,0.85,0.15,0.03,100000.00,1042.74,0.29,1.23,0.03,22.52,24.06
450.00,510.46,0.85,0.15,0.03,50000.00,1042.27,0.53,1.38,0.10,12.24,14.26
400.00,510.40,0.75,0.25,0.02,100000.00,2605.07,1.25,6.04,0.07,26.59,33.95
400.00,510.40,0.75,0.25,0.03,100000.00,2605.06,1.25,6.04,0.07,26.59,33.95
400.00,510.39,0.75,0.25,0.03,25000.00,1736.63,3.67,4.24,1.05,6.87,15.83
450.00,510.38,0.85,0.15,0.03,100000.00,1302.46,0.32,1.64,0.03,24.83,26.81
450.00,510.27,0.85,0.15,0.03,50000.00,1301.89,0.59,1.77,0.10,13.32,15.78
400.00,510.26,0.75,0.25,0.03,50000.00,2603.66,2.33,6.19,0.26,12.99,21.78
450.00,510.07,0.85,0.15,0.03,100000.00,1734.49,0.36,2.44,0.02,28.24,31.06
450.00,510.01,0.85,0.15,0.03,25000.00,1040.43,0.95,1.87,0.40,6.99,10.21
450.00,509.96,0.85,0.15,0.03,50000.00,1733.72,0.67,2.55,0.10,14.65,17.97
450.00,509.82,0.85,0.15,0.03,25000.00,1299.58,1.06,2.21,0.40,7.33,11.00
400.00,509.61,0.75,0.25,0.03,25000.00,2597.01,4.20,6.76,1.04,8.10,20.10
450.00,509.51,0.85,0.15,0.03,25000.00,1730.65,1.22,2.93,0.39,6.68,11.22
450.00,509.45,0.85,0.15,0.03,100000.00,2595.38,0.41,4.47,0.02,22.70,27.61
450.00,509.34,0.85,0.15,0.03,50000.00,2594.23,0.76,4.55,0.10,10.87,16.28
450.00,508.88,0.85,0.15,0.03,25000.00,2589.63,1.39,4.86,0.38,7.76,14.39
450.00,508.49,0.90,0.10,0.00,25000.00,574.57,1.80,1.38,0.42,3.05,6.66
450.00,507.98,0.90,0.10,0.00,25000.00,645.11,1.81,1.41,0.42,3.12,6.76
450.00,507.39,0.90,0.10,0.00,25000.00,735.55,1.84,1.46,0.41,3.21,6.92
450.00,506.60,0.90,0.10,0.00,25000.00,855.49,1.89,1.54,0.40,3.32,7.15
450.00,505.60,0.90,0.10,0.00,25000.00,1022.51,0.90,1.68,0.38,6.93,9.90
450.00,504.26,0.90,0.10,0.00,25000.00,1271.39,0.96,1.95,0.37,7.27,10.56
300.00,503.79,0.60,0.40,0.00,25000.00,564.01,9.53,3.03,2.29,2.02,16.87
300.00,503.43,0.60,0.40,0.00,25000.00,633.61,9.57,3.13,2.28,1.95,16.94
300.00,502.99,0.60,0.40,0.00,25000.00,722.85,9.65,3.29,2.27,1.79,17.00
450.00,502.43,0.90,0.10,0.00,25000.00,1682.91,1.03,2.56,0.34,7.05,10.98
300.00,502.43,0.60,0.40,0.00,25000.00,841.45,9.78,3.54,2.26,1.72,17.30
300.00,501.74,0.60,0.40,0.00,25000.00,1006.95,10.06,3.95,2.25,2.26,18.51
300.00,500.73,0.60,0.40,0.00,25000.00,1253.66,10.66,4.69,2.22,2.59,20.16
400.00,500.64,0.80,0.20,0.00,50000.00,556.97,3.03,1.16,0.25,4.55,8.99
400.00,500.50,0.80,0.20,0.00,50000.00,626.25,1.15,1.24,0.25,9.24,11.88
400.00,500.33,0.80,0.20,0.00,50000.00,715.23,1.23,1.35,0.25,9.38,12.21
400.00,500.11,0.80,0.20,0.00,50000.00,833.71,1.33,1.52,0.25,9.51,12.60
450.00,499.89,0.90,0.10,0.00,25000.00,2498.87,1.08,4.27,0.31,6.79,12.46
400.00,499.83,0.80,0.20,0.00,50000.00,999.31,1.45,1.79,0.24,9.65,13.13
400.00,499.69,0.80,0.20,0.00,25000.00,554.87,3.85,2.02,0.97,2.48,9.31
400.00,499.57,0.80,0.20,0.00,25000.00,623.91,3.89,2.07,0.97,2.52,9.45
450.00,499.55,0.90,0.10,0.01,100000.00,554.56,0.15,0.56,0.02,20.42,21.15
450.00,499.55,0.90,0.10,0.00,100000.00,554.56,0.15,0.56,0.02,20.42,21.15
450.00,499.50,0.90,0.10,0.01,100000.00,623.76,0.16,0.63,0.02,20.35,21.17
450.00,499.50,0.90,0.10,0.00,100000.00,623.76,0.16,0.63,0.02,20.35,21.17
450.00,499.44,0.90,0.10,0.01,100000.00,712.70,0.17,0.73,0.02,20.33,21.25
450.00,499.44,0.90,0.10,0.00,100000.00,712.70,0.17,0.73,0.02,20.33,21.25
400.00,499.43,0.80,0.20,0.00,50000.00,1247.15,1.62,2.26,0.24,10.14,14.26
400.00,499.41,0.80,0.20,0.00,25000.00,712.59,3.95,2.14,0.97,2.60,9.66
450.00,499.36,0.90,0.10,0.01,100000.00,831.21,0.19,0.87,0.02,20.68,21.76
450.00,499.36,0.90,0.10,0.00,100000.00,831.21,0.19,0.87,0.02,20.68,21.76
400.00,499.30,0.80,0.20,0.01,50000.00,554.00,2.97,1.17,0.24,4.54,8.92
300.00,499.28,0.60,0.40,0.00,25000.00,1661.86,8.71,6.22,2.19,4.78,21.90
400.00,499.27,0.80,0.20,0.00,100000.00,553.94,0.58,0.85,0.06,16.22,17.71
350.00,499.27,0.70,0.30,0.01,100000.00,553.92,1.13,1.10,0.10,13.66,15.99
350.00,499.27,0.70,0.30,0.00,100000.00,553.92,1.13,1.10,0.10,13.66,15.99
450.00,499.25,0.90,0.10,0.01,100000.00,996.98,0.20,1.09,0.02,21.85,23.16
450.00,499.25,0.90,0.10,0.00,100000.00,996.98,0.20,1.09,0.02,21.85,23.16
400.00,499.23,0.80,0.20,0.00,100000.00,623.09,0.61,0.94,0.06,16.72,18.34
350.00,499.23,0.70,0.30,0.00,50000.00,553.84,4.61,1.49,0.42,4.61,11.13
400.00,499.20,0.80,0.20,0.00,25000.00,830.68,4.05,2.26,0.97,2.75,10.02
450.00,499.20,0.90,0.10,0.01,25000.00,553.77,1.36,1.21,0.30,2.87,5.75
350.00,499.19,0.70,0.30,0.01,100000.00,622.99,1.20,1.23,0.10,14.59,17.12
350.00,499.19,0.70,0.30,0.00,100000.00,622.99,1.20,1.23,0.10,14.59,17.12
400.00,499.18,0.80,0.20,0.00,100000.00,711.94,0.65,1.08,0.06,17.33,19.13
300.00,499.14,0.60,0.40,0.00,100000.00,553.65,1.64,1.36,0.14,13.18,16.31
350.00,499.14,0.70,0.30,0.00,50000.00,622.85,4.76,1.60,0.42,4.80,11.58
350.00,499.13,0.70,0.30,0.01,50000.00,553.63,4.60,1.51,0.42,4.61,11.14
350.00,499.12,0.70,0.30,0.03,50000.00,553.61,4.60,1.51,0.42,4.61,11.14
350.00,499.11,0.70,0.30,0.02,50000.00,553.58,4.60,1.50,0.42,4.61,11.13
350.00,499.10,0.70,0.30,0.01,100000.00,711.72,1.28,1.40,0.10,15.86,18.65
350.00,499.10,0.70,0.30,0.00,100000.00,711.72,1.28,1.40,0.10,15.86,18.65
400.00,499.10,0.80,0.20,0.00,100000.00,830.34,0.71,1.27,0.06,18.02,20.06
450.00,499.07,0.90,0.10,0.01,100000.00,1245.35,0.22,1.46,0.02,24.07,25.77
450.00,499.07,0.90,0.10,0.00,100000.00,1245.35,0.22,1.46,0.02,24.07,25.77
350.00,499.06,0.70,0.30,0.01,50000.00,622.64,4.75,1.62,0.42,4.80,11.58
