Vin,Vo,D1,D2,DT,Fs,Po,PIron,PCond,PCopp,PSw,Ploss
200.00,302.36,0.65,0.35,0.01,100000.00,304.75,0.41,0.98,0.04,6.09,7.52
200.00,302.36,0.65,0.35,0.02,100000.00,304.74,0.41,0.98,0.04,6.09,7.52
200.00,302.35,0.65,0.35,0.01,50000.00,261.18,0.70,1.05,0.17,3.34,5.26
200.00,302.26,0.65,0.35,0.01,50000.00,304.53,0.75,1.17,0.17,3.43,5.52
200.00,302.24,0.65,0.35,0.00,100000.00,365.40,0.45,1.19,0.04,6.55,8.23
200.00,302.24,0.65,0.35,0.01,100000.00,365.39,0.45,1.19,0.04,6.55,8.23
200.00,302.24,0.65,0.35,0.02,100000.00,365.39,0.45,1.19,0.04,6.55,8.24
200.00,302.14,0.65,0.35,0.01,50000.00,365.14,0.82,1.36,0.17,3.50,5.85
200.00,302.05,0.65,0.35,0.00,100000.00,456.17,0.50,1.54,0.04,6.93,9.02
200.00,302.05,0.65,0.35,0.01,100000.00,456.16,0.50,1.54,0.04,6.93,9.02
200.00,302.05,0.65,0.35,0.02,100000.00,456.16,0.50,1.54,0.04,6.93,9.02
200.00,301.95,0.65,0.35,0.01,50000.00,455.87,0.92,1.69,0.17,3.59,6.37
200.00,301.80,0.65,0.35,0.03,50000.00,227.70,2.22,0.95,0.17,1.62,4.96
200.00,301.73,0.65,0.35,0.00,100000.00,606.95,0.57,2.20,0.04,7.24,10.06
200.00,301.73,0.65,0.35,0.01,100000.00,606.95,0.57,2.20,0.04,7.23,10.06
200.00,301.73,0.65,0.35,0.02,100000.00,606.95,0.57,2.20,0.04,7.23,10.06
200.00,301.64,0.65,0.35,0.01,50000.00,606.56,1.06,2.33,0.17,3.71,7.26
200.00,301.21,0.65,0.35,0.01,25000.00,604.85,1.88,2.77,0.66,2.14,7.45
200.00,301.11,0.65,0.35,0.00,100000.00,906.64,0.68,3.79,0.04,7.80,12.32
200.00,301.10,0.65,0.35,0.01,100000.00,906.64,0.68,3.79,0.04,7.80,12.32
200.00,301.10,0.65,0.35,0.02,100000.00,906.64,0.68,3.79,0.04,7.80,12.32
200.00,301.03,0.65,0.35,0.03,25000.00,453.10,2.99,2.19,0.66,0.94,6.77
200.00,301.01,0.65,0.35,0.01,50000.00,906.09,1.26,3.89,0.17,4.58,9.89
250.00,300.81,0.80,0.20,0.03,50000.00,201.09,0.20,0.59,0.06,4.47,5.32
250.00,300.78,0.80,0.20,0.03,50000.00,226.17,0.20,0.63,0.06,4.37,5.26
250.00,300.74,0.80,0.20,0.03,50000.00,258.41,0.22,0.68,0.06,4.25,5.21
250.00,300.68,0.80,0.20,0.03,50000.00,301.35,0.23,0.75,0.06,4.11,5.16
250.00,300.59,0.80,0.20,0.03,50000.00,361.43,0.25,0.87,0.06,3.95,5.13
200.00,300.59,0.65,0.35,0.01,25000.00,903.53,2.27,4.24,0.66,2.16,9.33
250.00,300.47,0.80,0.20,0.03,50000.00,451.41,0.28,1.07,0.06,3.76,5.18
250.00,300.26,0.80,0.20,0.03,50000.00,601.05,0.32,1.47,0.06,3.72,5.56
250.00,300.14,0.80,0.20,0.03,25000.00,450.42,0.50,1.41,0.25,1.88,4.04
250.00,299.94,0.80,0.20,0.03,25000.00,599.75,0.57,1.76,0.24,2.01,4.58
250.00,299.85,0.80,0.20,0.03,50000.00,899.09,0.38,2.44,0.06,4.27,7.15
250.00,299.53,0.80,0.20,0.03,25000.00,897.17,0.69,2.67,0.24,2.53,6.14
200.00,297.85,0.65,0.35,0.02,50000.00,253.46,0.63,1.01,0.15,3.29,5.08
200.00,297.76,0.65,0.35,0.02,50000.00,295.54,0.67,1.13,0.15,3.40,5.35
200.00,297.64,0.65,0.35,0.02,50000.00,354.36,0.74,1.31,0.15,3.48,5.68
200.00,297.46,0.65,0.35,0.02,50000.00,442.41,0.82,1.62,0.15,3.56,6.16
250.00,297.45,0.85,0.15,0.00,25000.00,196.62,1.12,0.97,0.25,0.97,3.30
250.00,297.20,0.85,0.15,0.00,25000.00,220.81,1.12,0.98,0.25,0.96,3.31
200.00,297.16,0.65,0.35,0.02,50000.00,588.68,0.95,2.23,0.15,3.70,7.03
250.00,296.89,0.85,0.15,0.00,25000.00,251.83,1.13,1.00,0.24,0.95,3.32
200.00,296.75,0.65,0.35,0.02,25000.00,587.06,1.68,2.66,0.61,2.02,6.97
200.00,296.56,0.65,0.35,0.02,50000.00,879.45,1.13,3.71,0.15,4.35,9.34
250.00,296.50,0.85,0.15,0.00,25000.00,293.05,1.14,1.04,0.24,0.93,3.36
200.00,296.15,0.65,0.35,0.02,25000.00,877.05,2.04,4.06,0.60,2.16,8.85
250.00,296.02,0.85,0.15,0.00,25000.00,350.51,1.18,1.11,0.23,0.92,3.44
250.00,295.39,0.85,0.15,0.00,25000.00,436.29,0.45,1.24,0.23,1.86,3.78
250.00,294.55,0.85,0.15,0.00,25000.00,578.41,0.50,1.54,0.22,1.97,4.23
250.00,293.75,0.85,0.15,0.00,50000.00,191.76,0.16,0.53,0.05,4.59,5.33
250.00,293.72,0.85,0.15,0.00,50000.00,215.68,0.17,0.56,0.05,4.48,5.26
200.00,293.70,0.65,0.35,0.03,100000.00,191.68,0.28,0.62,0.04,4.99,5.92
250.00,293.68,0.85,0.15,0.00,50000.00,246.42,0.17,0.61,0.05,4.35,5.19
200.00,293.65,0.65,0.35,0.03,100000.00,215.58,0.29,0.68,0.04,5.17,6.18
250.00,293.63,0.85,0.15,0.00,50000.00,287.39,0.18,0.68,0.05,4.21,5.12
200.00,293.59,0.65,0.35,0.03,100000.00,246.27,0.31,0.77,0.04,5.44,6.56
250.00,293.55,0.85,0.15,0.00,50000.00,344.68,0.20,0.78,0.05,4.04,5.07
250.00,293.51,0.85,0.15,0.03,25000.00,191.44,0.98,0.91,0.21,0.99,3.10
200.00,293.50,0.65,0.35,0.03,100000.00,287.15,0.33,0.90,0.04,5.83,7.10
200.00,293.48,0.65,0.35,0.03,50000.00,246.09,0.56,0.98,0.14,3.23,4.90
250.00,293.43,0.85,0.15,0.00,50000.00,430.51,0.22,0.97,0.05,3.83,5.07
250.00,293.41,0.85,0.15,0.01,25000.00,245.98,1.01,0.98,0.21,0.96,3.15
250.00,293.41,0.85,0.15,0.01,25000.00,215.22,0.99,0.94,0.21,0.98,3.12
250.00,293.40,0.85,0.15,0.03,25000.00,215.21,0.99,0.93,0.21,0.98,3.11
250.00,293.40,0.85,0.15,0.01,25000.00,191.30,0.98,0.91,0.21,0.99,3.10
200.00,293.40,0.65,0.35,0.03,50000.00,286.95,0.60,1.09,0.14,3.35,5.18
200.00,293.39,0.65,0.35,0.03,100000.00,344.31,0.36,1.10,0.04,6.33,7.82
250.00,293.38,0.85,0.15,0.00,25000.00,860.74,0.58,2.36,0.21,2.38,5.52
250.00,293.36,0.85,0.15,0.01,25000.00,286.87,1.03,1.03,0.21,0.94,3.21
250.00,293.34,0.85,0.15,0.02,25000.00,191.22,0.98,0.90,0.21,0.99,3.08
250.00,293.32,0.85,0.15,0.02,25000.00,245.82,1.00,0.97,0.21,0.96,3.14
250.00,293.30,0.85,0.15,0.02,25000.00,215.06,0.99,0.93,0.21,0.98,3.10
200.00,293.29,0.65,0.35,0.03,50000.00,344.07,0.66,1.26,0.14,3.46,5.52
250.00,293.24,0.85,0.15,0.00,50000.00,573.26,0.25,1.33,0.05,3.69,5.32
200.00,293.22,0.65,0.35,0.03,100000.00,429.88,0.40,1.42,0.04,6.82,8.67
200.00,293.11,0.65,0.35,0.03,50000.00,429.58,0.73,1.56,0.14,3.53,5.97
200.00,292.93,0.65,0.35,0.03,100000.00,572.06,0.46,2.02,0.03,7.13,9.64
250.00,292.85,0.85,0.15,0.00,50000.00,857.63,0.30,2.21,0.05,4.11,6.68
200.00,292.83,0.65,0.35,0.03,50000.00,571.65,0.85,2.13,0.14,3.68,6.80
200.00,292.41,0.65,0.35,0.03,25000.00,570.04,1.50,2.56,0.55,1.94,6.56
200.00,292.36,0.65,0.35,0.03,100000.00,854.74,0.54,3.46,0.03,7.52,11.55
200.00,292.26,0.65,0.35,0.03,50000.00,854.13,1.01,3.55,0.14,4.13,8.82
200.00,291.84,0.65,0.35,0.03,25000.00,851.72,1.82,3.88,0.55,2.21,8.46
250.00,290.42,0.85,0.15,0.02,100000.00,187.43,0.07,0.36,0.01,10.43,10.87
250.00,290.42,0.85,0.15,0.01,100000.00,187.43,0.07,0.36,0.01,10.43,10.87
250.00,290.41,0.85,0.15,0.00,100000.00,187.42,0.07,0.36,0.01,10.43,10.87
250.00,290.39,0.85,0.15,0.02,100000.00,210.82,0.07,0.40,0.01,10.10,10.59
250.00,290.39,0.85,0.15,0.01,100000.00,210.82,0.07,0.40,0.01,10.10,10.59
250.00,290.38,0.85,0.15,0.00,100000.00,210.81,0.07,0.40,0.01,10.10,10.59
250.00,290.35,0.85,0.15,0.01,50000.00,187.35,0.13,0.50,0.05,4.69,5.36
250.00,290.35,0.85,0.15,0.02,100000.00,240.87,0.08,0.46,0.01,9.71,10.25
250.00,290.35,0.85,0.15,0.01,100000.00,240.87,0.08,0.46,0.01,9.71,10.25
250.00,290.34,0.85,0.15,0.00,100000.00,240.86,0.08,0.45,0.01,9.71,10.25
250.00,290.32,0.85,0.15,0.01,50000.00,210.72,0.14,0.53,0.05,4.57,5.28
250.00,290.30,0.85,0.15,0.02,100000.00,280.91,0.08,0.53,0.01,9.25,9.88
250.00,290.30,0.85,0.15,0.01,100000.00,280.91,0.08,0.53,0.01,9.25,9.88
250.00,290.29,0.85,0.15,0.00,100000.00,280.90,0.08,0.53,0.01,9.25,9.88
250.00,290.28,0.85,0.15,0.01,50000.00,240.75,0.14,0.57,0.04,4.43,5.20
250.00,290.26,0.85,0.15,0.02,25000.00,280.83,0.93,0.96,0.18,0.96,3.03
250.00,290.23,0.85,0.15,0.01,50000.00,280.78,0.15,0.64,0.04,4.28,5.12
250.00,290.22,0.85,0.15,0.02,100000.00,336.91,0.09,0.65,0.01,8.75,9.49
250.00,290.22,0.85,0.15,0.01,100000.00,336.91,0.09,0.65,0.01,8.75,9.49
250.00,290.22,0.85,0.15,0.00,100000.00,336.91,0.09,0.65,0.01,8.75,9.49
250.00,290.16,0.85,0.15,0.01,50000.00,336.76,0.17,0.74,0.04,4.10,5.05
250.00,290.11,0.85,0.15,0.02,100000.00,420.82,0.10,0.84,0.01,8.18,9.12
250.00,290.11,0.85,0.15,0.01,100000.00,420.82,0.10,0.84,0.01,8.18,9.12
250.00,290.11,0.85,0.15,0.00,100000.00,420.81,0.10,0.83,0.01,8.18,9.12
250.00,290.04,0.85,0.15,0.01,50000.00,420.63,0.18,0.92,0.04,3.88,5.03
250.00,289.92,0.85,0.15,0.01,100000.00,560.36,0.11,1.19,0.01,7.54,8.85
250.00,289.92,0.85,0.15,0.02,100000.00,560.36,0.11,1.19,0.01,7.54,8.85
250.00,289.92,0.85,0.15,0.00,100000.00,560.36,0.11,1.19,0.01,7.54,8.85
250.00,289.87,0.85,0.15,0.01,25000.00,336.10,0.30,1.04,0.18,1.87,3.39
250.00,289.86,0.85,0.15,0.01,50000.00,560.13,0.21,1.26,0.04,3.69,5.20
250.00,289.76,0.85,0.15,0.01,25000.00,419.80,0.33,1.19,0.18,1.84,3.54
250.00,289.57,0.85,0.15,0.01,25000.00,559.02,0.38,1.49,0.17,1.92,3.97
250.00,289.55,0.85,0.15,0.00,100000.00,838.38,0.13,2.06,0.01,7.83,10.03
250.00,289.55,0.85,0.15,0.01,100000.00,838.38,0.13,2.06,0.01,7.83,10.03
250.00,289.55,0.85,0.15,0.02,100000.00,838.38,0.13,2.06,0.01,7.83,10.03
250.00,289.54,0.85,0.15,0.03,25000.00,239.53,0.88,0.89,0.17,0.98,2.93
250.00,289.49,0.85,0.15,0.01,50000.00,838.05,0.25,2.10,0.04,4.05,6.44
250.00,289.20,0.85,0.15,0.01,25000.00,836.39,0.46,2.28,0.17,2.25,5.16
250.00,287.02,0.85,0.15,0.02,50000.00,183.07,0.11,0.47,0.04,4.79,5.40
250.00,286.99,0.85,0.15,0.02,50000.00,205.91,0.11,0.50,0.04,4.66,5.31
250.00,286.95,0.85,0.15,0.02,50000.00,235.26,0.12,0.54,0.04,4.52,5.21
250.00,286.90,0.85,0.15,0.02,50000.00,274.38,0.13,0.60,0.04,4.35,5.12
250.00,286.83,0.85,0.15,0.02,50000.00,329.08,0.14,0.70,0.04,4.16,5.04
250.00,286.72,0.85,0.15,0.02,50000.00,411.04,0.15,0.87,0.04,3.93,4.99
250.00,286.57,0.85,0.15,0.02,25000.00,328.48,0.24,0.98,0.15,1.90,3.27
250.00,286.54,0.85,0.15,0.02,50000.00,547.36,0.17,1.19,0.04,3.70,5.10
250.00,286.46,0.85,0.15,0.02,25000.00,410.29,0.27,1.12,0.15,1.85,3.38
250.00,286.28,0.85,0.15,0.02,25000.00,546.37,0.31,1.41,0.15,1.89,3.75
250.00,286.18,0.85,0.15,0.02,50000.00,818.97,0.20,2.00,0.04,3.99,6.23
250.00,285.92,0.85,0.15,0.02,25000.00,817.51,0.37,2.16,0.14,2.16,4.84
200.00,285.32,0.70,0.30,0.01,100000.00,180.90,0.26,0.57,0.03,4.92,5.78
200.00,285.32,0.70,0.30,0.00,100000.00,180.90,0.26,0.57,0.03,4.92,5.78
200.00,285.28,0.70,0.30,0.00,50000.00,180.85,1.87,0.78,0.14,1.47,4.26
200.00,285.27,0.70,0.30,0.01,100000.00,203.45,0.27,0.63,0.03,5.06,5.99
200.00,285.27,0.70,0.30,0.00,100000.00,203.45,0.27,0.63,0.03,5.06,5.99
200.00,285.23,0.70,0.30,0.00,50000.00,203.38,1.91,0.83,0.14,1.52,4.39
200.00,285.22,0.70,0.30,0.01,50000.00,180.78,1.87,0.79,0.14,1.47,4.26
200.00,285.22,0.70,0.30,0.01,100000.00,232.43,0.29,0.72,0.03,5.29,6.33
200.00,285.22,0.70,0.30,0.00,100000.00,232.43,0.29,0.72,0.03,5.29,6.33
200.00,285.21,0.70,0.30,0.03,50000.00,180.77,1.87,0.79,0.14,1.47,4.26
200.00,285.21,0.70,0.30,0.02,50000.00,180.76,1.87,0.79,0.14,1.47,4.26
200.00,285.17,0.70,0.30,0.01,50000.00,203.31,1.90,0.84,0.14,1.52,4.40
200.00,285.16,0.70,0.30,0.00,50000.00,232.34,0.52,0.90,0.14,3.16,4.72
200.00,285.14,0.70,0.30,0.01,100000.00,271.02,0.31,0.83,0.03,5.66,6.83
200.00,285.14,0.70,0.30,0.00,100000.00,271.02,0.31,0.83,0.03,5.66,6.83
250.00,285.09,0.85,0.15,0.03,25000.00,270.92,0.78,0.86,0.14,0.99,2.77
200.00,285.08,0.70,0.30,0.00,50000.00,270.90,0.56,1.00,0.14,3.29,4.99
200.00,285.04,0.70,0.30,0.01,100000.00,324.98,0.33,1.01,0.03,6.15,7.53
200.00,285.04,0.70,0.30,0.00,100000.00,324.98,0.33,1.01,0.03,6.15,7.53
200.00,284.96,0.70,0.30,0.00,50000.00,324.81,0.61,1.16,0.14,3.42,5.33
200.00,284.88,0.70,0.30,0.01,100000.00,405.77,0.37,1.30,0.03,6.71,8.41
200.00,284.88,0.70,0.30,0.00,100000.00,405.77,0.37,1.30,0.03,6.71,8.41
200.00,284.80,0.70,0.30,0.00,50000.00,405.54,0.68,1.43,0.13,3.51,5.76
200.00,284.77,0.70,0.30,0.01,25000.00,180.21,2.13,1.38,0.54,0.88,4.93
200.00,284.75,0.70,0.30,0.03,25000.00,180.19,2.13,1.37,0.54,0.88,4.92
200.00,284.73,0.70,0.30,0.01,25000.00,202.68,2.15,1.42,0.54,0.88,4.99
200.00,284.72,0.70,0.30,0.02,25000.00,180.15,2.13,1.38,0.54,0.88,4.93
200.00,284.71,0.70,0.30,0.03,25000.00,202.65,2.15,1.41,0.54,0.88,4.98
200.00,284.68,0.70,0.30,0.02,25000.00,202.61,2.15,1.42,0.54,0.88,4.98
200.00,284.68,0.70,0.30,0.01,25000.00,231.55,2.17,1.47,0.54,0.89,5.07
200.00,284.65,0.70,0.30,0.03,25000.00,231.50,2.17,1.46,0.54,0.89,5.06
200.00,284.63,0.70,0.30,0.02,25000.00,231.46,2.17,1.47,0.54,0.89,5.07
200.00,284.61,0.70,0.30,0.01,100000.00,540.02,0.43,1.85,0.03,7.06,9.36
200.00,284.61,0.70,0.30,0.00,100000.00,540.02,0.43,1.85,0.03,7.06,9.36
200.00,284.60,0.70,0.30,0.01,25000.00,270.00,2.21,1.55,0.54,0.90,5.20
200.00,284.57,0.70,0.30,0.03,25000.00,269.93,2.21,1.54,0.54,0.90,5.19
200.00,284.55,0.70,0.30,0.02,25000.00,269.90,2.21,1.55,0.54,0.90,5.20
200.00,284.53,0.70,0.30,0.00,50000.00,539.70,0.79,1.96,0.13,3.65,6.53
200.00,284.50,0.70,0.30,0.01,25000.00,323.77,2.29,1.67,0.54,0.92,5.41
200.00,284.45,0.70,0.30,0.02,25000.00,323.66,2.28,1.68,0.54,0.92,5.41
200.00,284.45,0.70,0.30,0.03,25000.00,323.65,2.28,1.67,0.54,0.92,5.40
200.00,284.33,0.70,0.30,0.01,25000.00,404.23,2.42,1.90,0.53,0.93,5.78
200.00,284.08,0.70,0.30,0.01,100000.00,807.01,0.51,3.15,0.03,7.44,11.14
200.00,284.08,0.70,0.30,0.00,100000.00,807.01,0.51,3.15,0.03,7.44,11.14
200.00,283.99,0.70,0.30,0.00,50000.00,806.53,0.94,3.24,0.13,3.90,8.21
200.00,283.85,0.70,0.30,0.00,25000.00,268.58,2.18,1.87,0.53,0.90,5.48
200.00,283.85,0.70,0.30,0.00,25000.00,230.20,2.14,1.80,0.53,0.89,5.35
250.00,283.84,0.85,0.15,0.03,100000.00,179.03,0.05,0.32,0.01,10.74,11.12
200.00,283.83,0.70,0.30,0.00,25000.00,322.24,2.25,1.98,0.53,0.91,5.68
200.00,283.83,0.70,0.30,0.00,25000.00,201.40,2.11,1.75,0.53,0.88,5.27
200.00,283.81,0.70,0.30,0.00,25000.00,179.00,2.09,1.72,0.53,0.88,5.21
250.00,283.81,0.85,0.15,0.03,100000.00,201.37,0.05,0.36,0.01,10.42,10.84
200.00,283.80,0.70,0.30,0.00,25000.00,402.71,2.39,2.19,0.53,0.93,6.04
250.00,283.77,0.85,0.15,0.03,50000.00,178.95,0.09,0.44,0.03,4.90,5.45
250.00,283.77,0.85,0.15,0.03,100000.00,230.07,0.05,0.41,0.01,10.02,10.48
250.00,283.75,0.85,0.15,0.03,50000.00,201.28,0.09,0.47,0.03,4.76,5.35
200.00,283.72,0.70,0.30,0.00,25000.00,536.65,1.38,2.62,0.53,1.89,6.42
250.00,283.72,0.85,0.15,0.03,100000.00,268.32,0.05,0.47,0.01,9.54,10.07
250.00,283.71,0.85,0.15,0.03,50000.00,229.97,0.10,0.51,0.03,4.61,5.24
250.00,283.66,0.85,0.15,0.03,50000.00,268.21,0.10,0.57,0.03,4.43,5.13
250.00,283.65,0.85,0.15,0.03,100000.00,321.83,0.06,0.58,0.01,8.99,9.63
250.00,283.59,0.85,0.15,0.03,50000.00,321.69,0.11,0.66,0.03,4.23,5.03
250.00,283.55,0.85,0.15,0.03,100000.00,402.00,0.06,0.75,0.01,8.38,9.20
250.00,283.48,0.85,0.15,0.03,50000.00,401.82,0.12,0.82,0.03,3.99,4.96
200.00,283.38,0.70,0.30,0.00,25000.00,803.06,1.69,3.75,0.52,2.33,8.30
250.00,283.37,0.85,0.15,0.03,100000.00,535.34,0.07,1.07,0.01,7.67,8.83
250.00,283.34,0.85,0.15,0.03,25000.00,321.12,0.20,0.91,0.12,1.93,3.16
250.00,283.31,0.85,0.15,0.03,50000.00,535.10,0.14,1.13,0.03,3.73,5.02
250.00,283.23,0.85,0.15,0.03,25000.00,401.11,0.22,1.05,0.12,1.86,3.25
250.00,283.06,0.85,0.15,0.03,25000.00,534.15,0.25,1.32,0.12,1.86,3.56
200.00,283.05,0.70,0.30,0.02,50000.00,200.29,1.84,0.82,0.13,1.50,4.29
250.00,283.03,0.85,0.15,0.03,100000.00,801.04,0.09,1.85,0.01,7.65,9.60
250.00,282.96,0.85,0.15,0.03,50000.00,800.69,0.16,1.89,0.03,3.94,6.03
250.00,282.71,0.85,0.15,0.03,25000.00,799.27,0.30,2.04,0.12,2.10,4.56
250.00,282.50,0.90,0.10,0.00,25000.00,177.34,0.71,0.72,0.13,1.06,2.62
200.00,282.36,0.70,0.30,0.02,25000.00,398.64,2.32,1.86,0.51,0.93,5.62
250.00,282.21,0.90,0.10,0.00,25000.00,199.11,0.71,0.73,0.13,1.04,2.61
250.00,281.88,0.90,0.10,0.00,25000.00,227.03,0.72,0.75,0.13,1.02,2.62
250.00,281.45,0.90,0.10,0.00,25000.00,264.05,0.73,0.78,0.12,1.00,2.63
200.00,281.12,0.70,0.30,0.01,50000.00,225.79,0.47,0.88,0.12,3.09,4.55
200.00,281.04,0.70,0.30,0.01,50000.00,263.29,0.50,0.97,0.12,3.23,4.83
200.00,280.94,0.70,0.30,0.01,50000.00,315.71,0.54,1.12,0.12,3.38,5.17
250.00,280.89,0.90,0.10,0.00,25000.00,315.59,0.19,0.83,0.12,1.94,3.08
200.00,280.79,0.70,0.30,0.01,50000.00,394.21,0.61,1.38,0.12,3.49,5.60
200.00,280.53,0.70,0.30,0.01,50000.00,524.65,0.70,1.88,0.12,3.62,6.32
200.00,280.15,0.70,0.30,0.01,25000.00,523.23,1.24,2.27,0.48,1.87,5.86
250.00,280.15,0.90,0.10,0.00,25000.00,392.41,0.20,0.93,0.11,1.88,3.12
200.00,280.02,0.70,0.30,0.01,50000.00,784.11,0.84,3.10,0.12,3.81,7.86
200.00,279.64,0.70,0.30,0.01,25000.00,782.00,1.51,3.40,0.48,2.37,7.76
250.00,279.13,0.90,0.10,0.00,25000.00,519.42,0.21,1.16,0.11,1.85,3.32
200.00,278.58,0.70,0.30,0.03,50000.00,194.02,1.72,0.79,0.12,1.46,4.08
200.00,277.92,0.70,0.30,0.03,25000.00,386.19,2.11,1.78,0.46,0.92,5.26
250.00,277.72,0.90,0.10,0.00,25000.00,771.26,0.23,1.79,0.10,2.03,4.15
250.00,277.56,0.90,0.10,0.01,100000.00,171.19,0.03,0.28,0.01,10.98,11.31
250.00,277.56,0.90,0.10,0.00,100000.00,171.19,0.03,0.28,0.01,10.98,11.31
250.00,277.53,0.90,0.10,0.01,100000.00,192.55,0.03,0.31,0.01,10.68,11.04
250.00,277.53,0.90,0.10,0.00,100000.00,192.55,0.03,0.31,0.01,10.68,11.04
250.00,277.49,0.90,0.10,0.01,100000.00,220.00,0.04,0.36,0.01,10.29,10.69
250.00,277.49,0.90,0.10,0.00,100000.00,220.00,0.04,0.36,0.01,10.29,10.69
250.00,277.44,0.90,0.10,0.01,100000.00,256.57,0.04,0.42,0.01,9.80,10.26
250.00,277.44,0.90,0.10,0.00,100000.00,256.57,0.04,0.42,0.01,9.80,10.26
200.00,277.42,0.70,0.30,0.02,100000.00,171.02,0.20,0.53,0.03,4.85,5.61
200.00,277.38,0.70,0.30,0.02,100000.00,192.35,0.21,0.59,0.03,4.92,5.75
250.00,277.37,0.90,0.10,0.01,100000.00,307.73,0.04,0.51,0.01,9.21,9.77
250.00,277.37,0.90,0.10,0.00,100000.00,307.73,0.04,0.51,0.01,9.21,9.77
250.00,277.33,0.90,0.10,0.01,25000.00,170.92,0.58,0.63,0.09,1.11,2.40
200.00,277.32,0.70,0.30,0.02,100000.00,219.74,0.22,0.66,0.03,5.10,6.01
250.00,277.27,0.90,0.10,0.01,100000.00,384.38,0.05,0.67,0.01,8.56,9.28
250.00,277.27,0.90,0.10,0.00,100000.00,384.38,0.05,0.67,0.01,8.56,9.28
200.00,277.25,0.70,0.30,0.02,100000.00,256.23,0.24,0.77,0.03,5.41,6.45
250.00,277.24,0.90,0.10,0.01,25000.00,192.16,0.58,0.64,0.09,1.09,2.40
200.00,277.23,0.70,0.30,0.02,50000.00,219.59,0.41,0.84,0.11,3.02,4.39
250.00,277.18,0.90,0.10,0.00,50000.00,170.73,0.06,0.36,0.02,5.09,5.53
250.00,277.17,0.90,0.10,0.00,50000.00,192.05,0.06,0.38,0.02,4.94,5.41
200.00,277.16,0.70,0.30,0.02,50000.00,256.06,0.44,0.94,0.11,3.17,4.66
200.00,277.16,0.70,0.30,0.02,100000.00,307.26,0.26,0.93,0.03,5.90,7.12
250.00,277.15,0.90,0.10,0.00,50000.00,219.47,0.07,0.41,0.02,4.77,5.27
250.00,277.13,0.90,0.10,0.00,50000.00,256.00,0.07,0.46,0.02,4.58,5.13
250.00,277.10,0.90,0.10,0.01,100000.00,511.89,0.05,0.96,0.01,7.82,8.83
250.00,277.10,0.90,0.10,0.00,100000.00,511.89,0.05,0.96,0.01,7.82,8.83
250.00,277.09,0.90,0.10,0.00,50000.00,307.12,0.08,0.54,0.02,4.35,4.99
200.00,277.06,0.70,0.30,0.02,50000.00,307.05,0.48,1.08,0.11,3.34,5.01
250.00,277.03,0.90,0.10,0.00,50000.00,383.74,0.08,0.68,0.02,4.10,4.89
200.00,277.01,0.70,0.30,0.02,100000.00,383.67,0.29,1.20,0.03,6.52,8.03
250.00,276.92,0.90,0.10,0.00,50000.00,511.24,0.10,0.97,0.02,3.79,4.88
200.00,276.91,0.70,0.30,0.02,50000.00,383.41,0.54,1.33,0.11,3.47,5.44
250.00,276.77,0.90,0.10,0.01,100000.00,766.00,0.06,1.66,0.01,7.51,9.24
250.00,276.77,0.90,0.10,0.00,100000.00,766.00,0.06,1.66,0.01,7.51,9.24
200.00,276.77,0.70,0.30,0.02,100000.00,510.66,0.33,1.70,0.03,6.99,9.04
200.00,276.67,0.70,0.30,0.02,50000.00,510.31,0.62,1.80,0.11,3.60,6.12
250.00,276.66,0.90,0.10,0.00,50000.00,765.43,0.11,1.67,0.02,3.85,5.65
200.00,276.29,0.70,0.30,0.02,25000.00,508.90,1.10,2.18,0.44,1.86,5.57
200.00,276.28,0.70,0.30,0.02,100000.00,763.30,0.40,2.88,0.03,7.42,10.73
200.00,276.18,0.70,0.30,0.02,50000.00,762.77,0.74,2.96,0.11,3.75,7.57
200.00,275.80,0.70,0.30,0.02,25000.00,760.66,1.34,3.26,0.43,2.31,7.34
250.00,274.45,0.90,0.10,0.01,50000.00,167.38,0.05,0.34,0.02,5.19,5.60
250.00,274.42,0.90,0.10,0.01,50000.00,188.26,0.05,0.37,0.02,5.05,5.48
250.00,274.38,0.90,0.10,0.01,50000.00,215.11,0.05,0.40,0.02,4.87,5.35
250.00,274.34,0.90,0.10,0.01,50000.00,250.87,0.05,0.46,0.02,4.67,5.19
250.00,274.27,0.90,0.10,0.01,50000.00,300.91,0.06,0.54,0.02,4.43,5.04
250.00,274.25,0.90,0.10,0.02,25000.00,167.14,0.51,0.56,0.07,1.14,2.28
250.00,274.19,0.90,0.10,0.01,25000.00,214.81,0.09,0.61,0.07,2.18,2.96
250.00,274.18,0.90,0.10,0.01,50000.00,375.87,0.06,0.67,0.02,4.16,4.91
250.00,274.15,0.90,0.10,0.01,25000.00,250.52,0.10,0.65,0.07,2.12,2.94
250.00,274.08,0.90,0.10,0.01,25000.00,300.49,0.11,0.72,0.07,2.04,2.93
250.00,274.02,0.90,0.10,0.01,50000.00,500.57,0.07,0.94,0.02,3.84,4.86
250.00,273.99,0.90,0.10,0.01,25000.00,375.35,0.12,0.83,0.07,1.94,2.97
250.00,273.83,0.90,0.10,0.01,25000.00,499.89,0.13,1.07,0.07,1.85,3.13
250.00,273.70,0.90,0.10,0.01,50000.00,749.11,0.09,1.59,0.02,3.80,5.49
250.00,273.52,0.90,0.10,0.01,25000.00,748.11,0.16,1.69,0.07,1.98,3.91
